Contig	LCAStar	LCAStar_p	LCAStar_dist	LCAStar_WTD	Majority	Majority_p	Majority_dist	Majority_WTD	LCASquared	LCASquared_dist	LCASquared_WTD	Original
GEBA_SAG_AAA255_B16_69	unclassified candidate division KSB1	0.008	5	-0.203125	unclassified candidate division KSB1	0.008	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_62	Bacteria	0.008	4	-0.234375	unclassified candidate division KSB1	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_63	Bacteria	0.0	4	-0.234375	Indibacter alkaliphilus	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_60	Not yet classified (Prokaryotae)	0.047	3	-0.109375	unclassified candidate division KSB1	0.654	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_61	unclassified Cloacimonetes	0.654	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-M08	1.0	2	-0.03125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_66	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_67	unclassified candidate division KSB1	0.56	5	-0.203125	unclassified candidate division KSB1	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_64	Monera	0.019	5	-0.484375	Thermoplasmatales archaeon SCGC AB-539-N05	0.56	11	-0.9765625	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_65	unclassified Cloacimonetes	0.56	1	-0.015625	unclassified candidate division KSB1	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_97	Bacteria	0.096	4	-0.234375	Pseudomonas sp. HPB0071	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_96	candidate division KSB1 bacterium SCGC AAA255-B16	0.56	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	0.56	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_95	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_94	candidate division KSB1 bacterium SCGC AAA255-B16	0.56	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	0.56	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_93	Bacteria	0.096	4	-0.234375	Mycoplasma sp. G5847	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_92	Not yet classified (Prokaryotae)	0.096	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16	1.0	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_91	Monera	0.096	5	-0.484375	Thermacetogenium phaeum	1.0	10	-0.48046875	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_90	Bacteria	0.56	4	-0.234375	Desulfobacula toluolica	1.0	11	-0.482421875	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_99	unclassified Cloacimonetes	0.56	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-M08	1.0	2	-0.03125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_98	Bacteria	0.019	4	-0.234375	unclassified candidate division KSB1	1.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_79	Bacteria	0.001	4	-0.234375	Nitrospina gracilis	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_78	unclassified Cloacimonetes	0.705	1	-0.015625	unclassified candidate division KSB1	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_71	unclassified Cloacimonetes	0.096	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16	1.0	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_70	unclassified Cloacimonetes	0.096	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16	1.0	0	0	unclassified Cloacimonetes	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_73	Not yet classified (Prokaryotae)	0.56	3	-0.109375	Desulfotomaculum hydrothermale	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_72	unclassified candidate division KSB1	0.56	5	-0.203125	unclassified candidate division KSB1	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_75	candidate division KSB1 bacterium SCGC AAA255-B16	0.165	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	0.165	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_74	unclassified candidate division KSB1	0.019	5	-0.203125	unclassified candidate division KSB1	0.019	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_77	Bacteria	0.008	4	-0.234375	Capnocytophaga sp. oral taxon 326	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_76	candidate division KSB1 bacterium SCGC AAA255-B16	0.096	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	0.096	0	0	Cloacimonetes bacterium SCGC AAA255-B16	0	0	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_44	Bacteria	0.001	4	-0.234375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_45	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_46	unclassified candidate division KSB1	0.705	5	-0.203125	unclassified candidate division KSB1	0.705	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_47	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_40	Not yet classified (Prokaryotae)	0.088	3	-0.109375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_41	unclassified candidate division KSB1	0.024	5	-0.203125	unclassified candidate division KSB1	0.024	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_42	Not yet classified (Prokaryotae)	0.047	3	-0.109375	unclassified candidate division KSB1	0.088	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_43	unclassified candidate division KSB1	0.477	5	-0.203125	unclassified candidate division KSB1	0.477	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_48	Not yet classified (Prokaryotae)	0.165	3	-0.109375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_49	unclassified candidate division KSB1	0.148	5	-0.203125	unclassified candidate division KSB1	0.148	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_26	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_27	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.249	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_24	candidate division KSB1 bacterium SCGC AAA255-B16	0.001	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	0.001	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_25	candidate division KSB1 bacterium SCGC AAA255-B16	None	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	None	0	0	Cloacimonetes bacterium SCGC AAA255-B16	0	0	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_22	unclassified candidate division KSB1	0.013	5	-0.203125	unclassified candidate division KSB1	0.013	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_23	Not yet classified (Prokaryotae)	0.019	3	-0.109375	unclassified candidate division KSB1	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_20	unclassified candidate division KSB1	0.41	5	-0.203125	unclassified candidate division KSB1	0.41	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_21	unclassified candidate division KSB1	0.086	5	-0.203125	unclassified candidate division KSB1	0.086	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_28	Not yet classified (Prokaryotae)	0.003	3	-0.109375	unclassified candidate division KSB1	0.313	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_29	unclassified candidate division KSB1	0.016	5	-0.203125	unclassified candidate division KSB1	0.016	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_53	unclassified candidate division KSB1	0.148	5	-0.203125	unclassified candidate division KSB1	0.148	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_52	Not yet classified (Prokaryotae)	0.306	3	-0.109375	unclassified candidate division KSB1	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_51	unclassified Cloacimonetes	0.56	1	-0.015625	Halanaerobium saccharolyticum	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_50	Bacteria	0.002	4	-0.234375	Echinicola pacifica	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_57	Not yet classified (Prokaryotae)	0.088	3	-0.109375	unclassified candidate division KSB1	0.654	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_56	unclassified Cloacimonetes	0.306	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16	0.56	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_55	unclassified candidate division KSB1	0.096	5	-0.203125	unclassified candidate division KSB1	0.096	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_54	candidate division KSB1 bacterium SCGC AAA252-O17	0.56	2	-0.03125	candidate division KSB1 bacterium SCGC AAA252-O17	0.56	2	-0.03125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_59	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_58	Bacteria	0.0	4	-0.234375	unclassified candidate division KSB1	0.654	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_35	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_34	Not yet classified (Prokaryotae)	0.024	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16	0.705	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_37	Not yet classified (Prokaryotae)	0.003	3	-0.109375	unclassified candidate division KSB1	0.739	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_36	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_31	Bacteria	0.0	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-O17	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_30	unclassified candidate division KSB1	0.013	5	-0.203125	unclassified candidate division KSB1	0.013	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_33	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_32	unclassified Cloacimonetes	0.56	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16	1.0	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_39	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_B16_38	candidate division KSB1 bacterium SCGC AAA255-B16	0.165	0	0	candidate division KSB1 bacterium SCGC AAA255-B16	0.165	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-B16
GEBA_SAG_AAA255_C06_19	Not yet classified (Prokaryotae)	0.654	3	-0.109375	Thermotoga sp. EMP	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_18	Bacteria	0.0	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_15	candidate division OP1 bacterium SCGC AAA255-C06	0.013	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.013	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_14	Bacteria	0.004	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_17	Bacteria	0.002	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.654	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_16	Not yet classified (Prokaryotae)	0.024	3	-0.109375	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_11	candidate division OP1 bacterium SCGC AAA255-C06	0.001	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.001	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_10	Bacteria	0.0	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_13	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_12	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_37	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_50	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_35	Bacteria	0.041	4	-0.234375	Syntrophus aciditrophicus	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_34	candidate division OP1 bacterium SCGC AAA255-C06	0.047	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.047	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_33	Bacteria	0.004	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-G21	1.0	6	-0.21875	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_54	candidate division OP1 bacterium SCGC AAA255-C06	0.041	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.041	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_31	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_56	Bacteria	0.165	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_73	Bacteria	0.019	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_72	Desulfotomaculum hydrothermale	None	10	-0.48046875	Desulfotomaculum hydrothermale	1.0	10	-0.48046875	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_71	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_70	Bacteria	0.041	4	-0.234375	Lamprocystis purpurea	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_77	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_76	Bacteria	0.096	4	-0.234375	Clostridium ultunense	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_39	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_38	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_55	Clostridiales	0.096	7	-0.453125	Clostridium sartagoforme	1.0	10	-0.48046875	Clostridiales	7	-0.453125	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_49	Bacteria	0.148	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.654	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_78	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_47	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_75	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_0	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_58	Bacteria	0.008	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_74	Not yet classified (Prokaryotae)	0.096	3	-0.109375	candidate division OP1 bacterium SCGC AAA255-C06	1.0	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_30	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_28	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_29	Monera	0.001	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06	0.41	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_59	candidate division OP1 bacterium SCGC AAA255-C06	0.041	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.041	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_20	candidate division OP1 bacterium SCGC AAA255-C06	0.003	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.003	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_21	candidate division OP1 bacterium SCGC AAA255-C06	0.041	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.041	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_22	candidate division OP1 bacterium SCGC AAA255-C06	None	0	0	root	1.0	7	-1.984375	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_23	candidate division OP1 bacterium SCGC AAA255-C06	0.024	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.024	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_24	candidate division OP1 bacterium SCGC AAA255-C06	0.007	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.007	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_25	candidate division OP1 bacterium SCGC AAA255-C06	0.013	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.013	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_26	candidate division OP1 bacterium SCGC AAA255-C06	0.024	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.024	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_27	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_42	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_43	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_40	Bacteria	0.096	4	-0.234375	Thermus scotoductus	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_41	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_46	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
